Date;Région;Département;Type de ligne;Matériel;Coût par minute;Durée de communication;Coût de communication;Qualité de la communication
01/03/2024;Provence-Alpes-Côte;d'Azur;Fixe;Siemens Gigaset a400;0,11;65;7,15;4
01/12/2024;Nevada;SI;Fixe;Logicom Nova 350;0,09;10;0,9;9
01/05/2023;Delaware;Juridique;Mobile;Samsung Galaxy;0,1;60;6;5
01/07/2023;Maryland;Ventes;Fixe;Logicom Nova 350;0,09;20;1,8;9
01/10/2022;Québec;Direction;Mobile;Samsung Galaxy;0,09;75;6,75;5
01/10/2022;Nevada;R&D;Mobile;Apple iPhone;0,12;45;5,4;10
01/02/2022;Arizona;RH;Mobile;Samsung Galaxy;0,1;70;7;6
01/02/2021;Michigan;RH;Fixe;Alcatel Versatis;0,09;45;4,05;4
01/03/2022;Colombie-Britannique;Achats;VoIP;Thomson st2030;0,12;35;4,2;2
01/10/2022;Grand;Est;Mobile;Apple iPhone;0,12;5;0,6;5
01/04/2022;Maine;Direction;Mobile;LG G4;0,1;30;3;5
01/08/2024;Corse;SI;VoIP;Thomson st2030;0,12;70;8,4;5
01/08/2022;Alabama;Production;Fixe;Alcatel Versatis;0,1;60;6;6
01/08/2024;Bretagne;Production;VoIP;Cisco SPA 303;0,09;75;6,75;6
01/06/2023;Île-de-France;RH;Fixe;Siemens Gigaset a400;0,09;40;3,6;10
01/03/2022;Nebraska;Ventes;Fixe;Siemens Gigaset a400;0,1;65;6,5;9
01/05/2024;Arizona;Achats;Fixe;Alcatel Versatis;0,09;20;1,8;5
01/05/2023;Territoires;du;Fixe;Siemens Gigaset a400;0,09;70;6,3;2
01/01/2021;Arizona;RH;Fixe;Alcatel Versatis;0,12;70;8,4;4
01/05/2023;Nevada;Production;VoIP;Thomson st2030;0,12;5;0,6;7
01/12/2023;Arkansas;Production;VoIP;Thomson st3030;0,09;25;2,25;5
01/05/2021;Oklahoma;Achats;VoIP;Cisco SPA 303;0,09;25;2,25;3
01/11/2022;Grand;Est;Mobile;LG G4;0,1;45;4,5;2
01/11/2023;Québec;Direction;Mobile;LG G4;0,09;20;1,8;9
01/11/2023;Grand;Est;Mobile;Samsung Galaxy;0,12;75;9;2
01/11/2022;Rhode;Island;VoIP;Thomson st3030;0,12;35;4,2;7
01/02/2024;Écosse;SI;VoIP;Thomson st3030;0,1;10;1;7
01/10/2021;Maine;Direction;Mobile;Samsung Galaxy;0,11;30;3,3;10
01/05/2023;Occitanie;Achats;Mobile;Samsung Galaxy;0,11;75;8,25;4
01/08/2021;Delaware;Direction;VoIP;Thomson st3030;0,1;20;2;7
01/11/2022;Île-de-France;Juridique;Mobile;Samsung Galaxy;0,12;60;7,2;10
01/02/2023;Occitanie;Direction;VoIP;Thomson st2030;0,11;10;1,1;8
01/07/2022;Indiana;Achats;Fixe;Alcatel Versatis;0,09;35;3,15;2
01/01/2023;Mississippi;Marketing;Mobile;Apple iPhone;0,09;75;6,75;5
01/04/2021;Occitanie;Production;VoIP;Cisco SPA 303;0,11;75;8,25;9
01/05/2023;Grand;Est;VoIP;Thomson st3030;0,11;25;2,75;2
01/04/2023;Nouvelle-Écosse;SI;VoIP;Thomson st2030;0,09;25;2,25;9
01/05/2024;New;Mexico;Mobile;Apple iPhone;0,12;20;2,4;7
01/07/2023;Normandie;Marketing;Mobile;LG G4;0,12;45;5,4;3
01/06/2021;Alabama;Achats;Fixe;Alcatel Versatis;0,09;60;5,4;3
01/07/2023;Vermont;Marketing;Mobile;LG G4;0,12;45;5,4;6
01/08/2021;Tennessee;Juridique;Mobile;LG G4;0,09;10;0,9;7
01/09/2022;Mississippi;Production;Fixe;Alcatel Versatis;0,1;45;4,5;6
01/04/2023;Manitoba;Juridique;Mobile;Samsung Galaxy;0,1;25;2,5;8
01/10/2022;Virginia;SI;VoIP;Thomson st3030;0,1;75;7,5;4
01/01/2022;Idaho;RH;Mobile;LG G4;0,09;15;1,35;2
01/04/2023;Texas;Ventes;VoIP;Thomson st2030;0,11;10;1,1;4
01/06/2022;Pennsylvania;R&D;VoIP;Thomson st3030;0,12;60;7,2;6
01/08/2023;Pennsylvania;RH;Fixe;Logicom Nova 350;0,11;45;4,95;6
01/02/2023;Nouveau-Brunswick;Achats;Mobile;LG G4;0,09;60;5,4;6
01/07/2022;Territoires;du;VoIP;Thomson st2030;0,09;40;3,6;3
01/11/2023;Terre-Neuve-et-Labrador;RH;VoIP;Thomson st2030;0,11;15;1,65;8
01/02/2024;Texas;Direction;Mobile;LG G4;0,12;30;3,6;7
01/11/2021;Nouvelle-Aquitaine;Finance;Mobile;LG G4;0,12;50;6;10
01/03/2021;Provence-Alpes-Côte;d'Azur;Mobile;LG G4;0,11;60;6,6;8
01/06/2021;Mississippi;SI;Fixe;Alcatel Versatis;0,1;65;6,5;3
01/10/2022;Auvergne-Rhône-Alpes;Direction;Fixe;Logicom Nova 350;0,1;55;5,5;6
01/02/2023;Nouvelle-Aquitaine;Ventes;Mobile;Samsung Galaxy;0,09;10;0,9;3
01/07/2024;Colorado;RH;Fixe;Logicom Nova 350;0,1;5;0,5;9
01/10/2023;Connecticut;Achats;Mobile;Samsung Galaxy;0,12;15;1,8;3
01/12/2024;Hauts-De-France;Direction;Mobile;Apple iPhone;0,12;15;1,8;9
01/01/2022;Florida;R&D;Fixe;Alcatel Versatis;0,11;55;6,05;6
01/06/2022;Massachusetts;Finance;VoIP;Cisco SPA 303;0,12;70;8,4;6
01/03/2023;Alberta;Production;Fixe;Alcatel Versatis;0,11;30;3,3;6
01/02/2021;New;York;Mobile;Apple iPhone;0,09;40;3,6;5
01/08/2024;Indiana;Production;VoIP;Thomson st3030;0,12;60;7,2;8
01/10/2023;Grand;Est;Fixe;Siemens Gigaset a400;0,09;60;5,4;3
01/10/2022;Washington;Ventes;Mobile;LG G4;0,11;60;6,6;5
01/10/2021;Missouri;RH;VoIP;Thomson st2030;0,11;50;5,5;10
01/03/2021;New;Mexico;Mobile;Samsung Galaxy;0,12;70;8,4;2
01/08/2021;Pennsylvania;Achats;Fixe;Logicom Nova 350;0,1;25;2,5;10
01/01/2021;North;Dakota;Fixe;Alcatel Versatis;0,1;15;1,5;10
01/05/2021;South;Carolina;Mobile;Samsung Galaxy;0,12;45;5,4;7
01/01/2022;New;Jersey;VoIP;Cisco SPA 303;0,1;50;5;3
01/12/2022;Montana;Juridique;VoIP;Cisco SPA 303;0,09;15;1,35;3
01/05/2022;Normandie;Production;Mobile;Apple iPhone;0,11;5;0,55;4
01/12/2021;Montana;Ventes;Fixe;Alcatel Versatis;0,11;50;5,5;5
01/02/2024;Illinois;Production;Fixe;Logicom Nova 350;0,12;40;4,8;5
01/05/2023;Nevada;Finance;Mobile;LG G4;0,09;75;6,75;3
01/05/2023;Wyoming;Marketing;VoIP;Thomson st3030;0,11;5;0,55;10
01/05/2022;Louisiana;Marketing;Mobile;Samsung Galaxy;0,1;70;7;4
01/08/2022;Yukon;SI;Fixe;Alcatel Versatis;0,1;75;7,5;7
01/05/2021;Hauts-De-France;RH;VoIP;Thomson st3030;0,09;35;3,15;7
01/10/2021;Nouvelle-Écosse;R&D;VoIP;Thomson st3030;0,1;65;6,5;2
01/01/2021;Normandie;Direction;Fixe;Alcatel Versatis;0,09;50;4,5;10
01/06/2021;Manitoba;Achats;VoIP;Cisco SPA 303;0,12;45;5,4;9
01/05/2021;Wyoming;SI;Mobile;Apple iPhone;0,09;45;4,05;10
01/12/2024;Idaho;Marketing;Fixe;Alcatel Versatis;0,12;75;9;3
01/01/2021;Vermont;SI;Fixe;Alcatel Versatis;0,12;35;4,2;5
01/04/2024;Normandie;Production;Fixe;Alcatel Versatis;0,1;45;4,5;9
01/12/2022;North;Carolina;Mobile;LG G4;0,11;55;6,05;10
01/07/2022;Nunavut;Ventes;Mobile;Samsung Galaxy;0,11;35;3,85;7
01/04/2024;Écosse;Marketing;Fixe;Alcatel Versatis;0,09;15;1,35;3
01/02/2023;Grand;Est;Fixe;Siemens Gigaset a400;0,09;75;6,75;5
01/08/2021;Pays;de;VoIP;Thomson st3030;0,12;25;3;2
01/04/2023;Grand;Est;VoIP;Cisco SPA 303;0,09;30;2,7;9
01/06/2024;Colombie-Britannique;RH;VoIP;Thomson st2030;0,12;70;8,4;10
01/12/2022;Angleterre;Direction;Fixe;Alcatel Versatis;0,12;65;7,8;6
01/05/2023;Alberta;SI;Fixe;Alcatel Versatis;0,1;15;1,5;5
01/03/2022;Écosse;Juridique;VoIP;Cisco SPA 303;0,1;15;1,5;2
01/06/2021;Delaware;Ventes;Mobile;LG G4;0,09;15;1,35;3
01/04/2021;Arizona;Juridique;Mobile;LG G4;0,1;30;3;9
01/07/2023;Florida;Ventes;Fixe;Logicom Nova 350;0,11;25;2,75;9
01/03/2023;Nebraska;Juridique;Fixe;Siemens Gigaset a400;0,1;55;5,5;3
01/04/2021;Mississippi;Direction;Fixe;Logicom Nova 350;0,09;60;5,4;10
01/05/2023;Tennessee;RH;Mobile;Apple iPhone;0,09;60;5,4;4
01/08/2022;Ohio;R&D;Fixe;Alcatel Versatis;0,09;35;3,15;2
01/10/2024;Terre-Neuve-et-Labrador;R&D;VoIP;Thomson st2030;0,09;50;4,5;10
01/11/2023;Bourgogne-Franche-Comté;R&D;Fixe;Siemens Gigaset a400;0,09;55;4,95;4
01/07/2024;Indiana;Ventes;VoIP;Thomson st3030;0,1;20;2;6
01/02/2022;Nevada;Juridique;Fixe;Alcatel Versatis;0,09;5;0,45;8
01/12/2021;Nunavut;SI;Fixe;Alcatel Versatis;0,09;20;1,8;6
01/05/2023;Bourgogne-Franche-Comté;Achats;VoIP;Cisco SPA 303;0,11;60;6,6;9
01/01/2021;Grand;Est;Mobile;Samsung Galaxy;0,09;60;5,4;4
01/03/2022;Louisiana;Finance;Mobile;Samsung Galaxy;0,12;25;3;7
01/04/2021;Centre-Val;de;VoIP;Cisco SPA 303;0,09;35;3,15;7
01/06/2024;Occitanie;Achats;VoIP;Thomson st2030;0,1;45;4,5;6
01/05/2022;Kentucky;Marketing;Mobile;LG G4;0,11;5;0,55;5
01/09/2023;Colorado;Juridique;VoIP;Thomson st2030;0,11;25;2,75;3
01/11/2023;Idaho;Finance;Mobile;Samsung Galaxy;0,1;20;2;3
01/07/2024;Arkansas;Achats;VoIP;Thomson st3030;0,1;40;4;8
01/11/2022;Alberta;Production;Mobile;LG G4;0,09;30;2,7;3
01/05/2024;Pennsylvania;Finance;Mobile;Samsung Galaxy;0,12;5;0,6;4
01/02/2023;Québec;SI;VoIP;Cisco SPA 303;0,12;30;3,6;9
01/06/2023;Montana;R&D;Fixe;Logicom Nova 350;0,1;70;7;4
01/06/2022;Illinois;Marketing;Mobile;Samsung Galaxy;0,09;35;3,15;2
01/01/2022;Bourgogne-Franche-Comté;RH;VoIP;Thomson st2030;0,1;60;6;4
01/03/2022;Île-de-France;Marketing;VoIP;Thomson st2030;0,09;15;1,35;9
01/05/2023;Maine;Production;Fixe;Logicom Nova 350;0,12;50;6;2
01/04/2022;Kentucky;Ventes;Mobile;LG G4;0,1;30;3;6
01/10/2021;Occitanie;R&D;Fixe;Alcatel Versatis;0,1;55;5,5;6
01/10/2024;Michigan;Direction;Mobile;Apple iPhone;0,12;75;9;6
01/04/2024;Écosse;Achats;Fixe;Logicom Nova 350;0,12;20;2,4;10
01/01/2023;Bretagne;Achats;Fixe;Alcatel Versatis;0,09;50;4,5;4
01/03/2021;South;Carolina;VoIP;Thomson st2030;0,11;70;7,7;3
01/12/2022;Florida;Achats;Fixe;Logicom Nova 350;0,09;15;1,35;7
01/03/2021;Washington;R&D;Fixe;Alcatel Versatis;0,11;65;7,15;7
01/12/2021;Pays;de;Mobile;LG G4;0,1;70;7;10
01/06/2021;Auvergne-Rhône-Alpes;Finance;VoIP;Cisco SPA 303;0,1;35;3,5;6
01/07/2024;Écosse;Ventes;Mobile;Apple iPhone;0,11;15;1,65;10
01/06/2021;Bretagne;Production;Fixe;Alcatel Versatis;0,12;10;1,2;5
01/10/2023;Alabama;Achats;Mobile;LG G4;0,09;35;3,15;8
01/04/2024;Arkansas;Direction;Mobile;LG G4;0,1;15;1,5;2
01/05/2021;Michigan;SI;Fixe;Siemens Gigaset a400;0,1;40;4;10
01/02/2023;Minnesota;Achats;Fixe;Siemens Gigaset a400;0,1;65;6,5;6
01/03/2022;Georgia;Marketing;Fixe;Siemens Gigaset a400;0,1;75;7,5;10
01/01/2021;Massachusetts;R&D;Fixe;Logicom Nova 350;0,12;35;4,2;6
01/08/2024;Québec;Achats;Fixe;Alcatel Versatis;0,1;35;3,5;6
01/11/2021;Nunavut;Juridique;VoIP;Cisco SPA 303;0,1;15;1,5;5
01/09/2023;Florida;Ventes;Fixe;Siemens Gigaset a400;0,12;60;7,2;8
01/10/2023;Idaho;Finance;VoIP;Cisco SPA 303;0,09;75;6,75;8
01/03/2023;Île-de-France;RH;Mobile;Samsung Galaxy;0,11;35;3,85;3
01/01/2021;New;Hampshire;VoIP;Thomson st3030;0,1;25;2,5;9
01/08/2024;New;York;Mobile;Samsung Galaxy;0,11;65;7,15;2
01/05/2021;Illinois;Juridique;VoIP;Cisco SPA 303;0,1;40;4;10
01/03/2023;Occitanie;Marketing;Mobile;Samsung Galaxy;0,12;30;3,6;8
01/02/2022;Manitoba;Finance;Fixe;Siemens Gigaset a400;0,09;45;4,05;8
01/05/2021;Québec;R&D;Fixe;Logicom Nova 350;0,11;40;4,4;2
01/05/2023;North;Dakota;Fixe;Logicom Nova 350;0,11;15;1,65;3
01/05/2022;Colorado;R&D;Fixe;Alcatel Versatis;0,1;65;6,5;5
01/07/2023;Maine;Ventes;Mobile;LG G4;0,1;25;2,5;6
01/09/2024;Alaska;Production;Mobile;Apple iPhone;0,1;50;5;4
01/07/2022;Pennsylvania;Ventes;Mobile;Samsung Galaxy;0,1;45;4,5;8
01/04/2022;Georgia;R&D;Mobile;Samsung Galaxy;0,12;5;0,6;10
01/06/2024;Louisiana;Ventes;Mobile;Samsung Galaxy;0,12;5;0,6;8
01/03/2021;Louisiana;Juridique;VoIP;Thomson st3030;0,1;25;2,5;8
01/04/2023;Illinois;Direction;VoIP;Cisco SPA 303;0,12;15;1,8;3
01/08/2021;Indiana;Finance;Mobile;Samsung Galaxy;0,09;70;6,3;6
01/08/2021;Pennsylvania;Production;Mobile;Samsung Galaxy;0,1;75;7,5;4
01/01/2022;Arkansas;R&D;Fixe;Alcatel Versatis;0,09;20;1,8;9
01/11/2021;Île-de-France;Juridique;VoIP;Thomson st3030;0,09;45;4,05;7
01/03/2023;Alaska;Ventes;VoIP;Thomson st3030;0,12;30;3,6;7
01/03/2021;West;Virginia;Mobile;LG G4;0,09;30;2,7;9
01/03/2024;Île-du-Prince-Édouard;R&D;Mobile;Apple iPhone;0,12;60;7,2;7
01/02/2021;Rhode;Island;Fixe;Alcatel Versatis;0,09;15;1,35;9
01/07/2022;Yukon;Direction;Mobile;Apple iPhone;0,12;35;4,2;3
01/09/2022;Wyoming;Direction;VoIP;Cisco SPA 303;0,09;60;5,4;7
01/04/2021;Irlande;du;Fixe;Siemens Gigaset a400;0,12;45;5,4;5
01/12/2024;Maryland;Marketing;Mobile;Apple iPhone;0,11;35;3,85;7
01/01/2023;Wisconsin;Production;Mobile;LG G4;0,11;65;7,15;3
01/06/2024;Bourgogne-Franche-Comté;RH;Mobile;Apple iPhone;0,11;45;4,95;5
01/04/2021;Nebraska;Ventes;Fixe;Siemens Gigaset a400;0,12;50;6;10
01/10/2022;Montana;Production;VoIP;Thomson st3030;0,11;25;2,75;6
01/10/2023;Tennessee;Marketing;Fixe;Alcatel Versatis;0,09;30;2,7;5
01/10/2022;Nevada;Achats;VoIP;Thomson st3030;0,09;50;4,5;8
01/04/2022;Kansas;Juridique;Fixe;Alcatel Versatis;0,11;45;4,95;6
01/08/2021;Michigan;Marketing;Mobile;Apple iPhone;0,1;25;2,5;6
01/03/2021;Michigan;Ventes;Mobile;Apple iPhone;0,11;10;1,1;4
01/05/2024;Rhode;Island;VoIP;Cisco SPA 303;0,12;50;6;6
01/11/2022;Tennessee;Marketing;Mobile;Samsung Galaxy;0,12;55;6,6;4
01/12/2021;Grand;Est;Fixe;Alcatel Versatis;0,09;5;0,45;8
01/08/2023;Écosse;SI;VoIP;Cisco SPA 303;0,12;65;7,8;6
01/10/2023;Terre-Neuve-et-Labrador;Juridique;Fixe;Alcatel Versatis;0,09;25;2,25;6
01/12/2022;Tennessee;SI;Mobile;LG G4;0,11;5;0,55;4
01/12/2022;Bourgogne-Franche-Comté;Direction;Fixe;Logicom Nova 350;0,09;5;0,45;4
01/06/2022;New;Hampshire;Mobile;Apple iPhone;0,11;65;7,15;9
01/12/2021;Normandie;Ventes;Fixe;Siemens Gigaset a400;0,11;50;5,5;2
01/10/2022;Hauts-De-France;Finance;VoIP;Thomson st2030;0,09;55;4,95;9
01/08/2021;Kentucky;Finance;Mobile;LG G4;0,09;70;6,3;7
01/04/2023;Oklahoma;Production;Fixe;Alcatel Versatis;0,12;70;8,4;2
01/03/2022;Hauts-De-France;Juridique;VoIP;Cisco SPA 303;0,11;50;5,5;7
01/07/2022;Nevada;RH;VoIP;Thomson st3030;0,1;35;3,5;4
01/10/2022;Hauts-De-France;RH;Mobile;Apple iPhone;0,12;30;3,6;7
01/07/2021;Georgia;Direction;Fixe;Alcatel Versatis;0,09;75;6,75;5
01/08/2024;Minnesota;Production;Mobile;LG G4;0,12;65;7,8;6
01/12/2022;Auvergne-Rhône-Alpes;Direction;Fixe;Logicom Nova 350;0,1;40;4;10
01/05/2024;Delaware;RH;Mobile;Samsung Galaxy;0,1;40;4;4
01/04/2021;Idaho;Marketing;Fixe;Logicom Nova 350;0,11;45;4,95;3
01/01/2023;Bourgogne-Franche-Comté;R&D;Fixe;Logicom Nova 350;0,12;60;7,2;4
01/04/2023;Yukon;Direction;Fixe;Siemens Gigaset a400;0,1;75;7,5;2
01/02/2021;Occitanie;Ventes;Mobile;Apple iPhone;0,1;45;4,5;5
01/10/2021;New;Mexico;Fixe;Alcatel Versatis;0,1;75;7,5;6
01/09/2023;Écosse;RH;Fixe;Logicom Nova 350;0,1;70;7;3
01/03/2023;New;Hampshire;VoIP;Cisco SPA 303;0,11;55;6,05;4
01/06/2021;Grand;Est;VoIP;Cisco SPA 303;0,11;15;1,65;7
01/08/2024;Maryland;Production;VoIP;Thomson st2030;0,12;55;6,6;10
01/11/2022;South;Carolina;Fixe;Alcatel Versatis;0,11;45;4,95;7
01/01/2024;Île-de-France;Achats;Mobile;LG G4;0,11;40;4,4;2
01/01/2021;Nouvelle-Aquitaine;Juridique;Mobile;LG G4;0,12;35;4,2;4
01/04/2022;Hauts-De-France;Production;VoIP;Thomson st2030;0,12;50;6;7
01/09/2024;Pennsylvania;Direction;Fixe;Alcatel Versatis;0,12;10;1,2;7
01/09/2024;Oklahoma;RH;Mobile;Samsung Galaxy;0,12;65;7,8;5
01/07/2022;South;Dakota;Fixe;Alcatel Versatis;0,09;10;0,9;10
01/12/2024;Connecticut;Juridique;Fixe;Siemens Gigaset a400;0,09;75;6,75;4
01/02/2023;Bretagne;SI;VoIP;Cisco SPA 303;0,09;75;6,75;10
01/02/2023;Occitanie;Marketing;Fixe;Alcatel Versatis;0,09;70;6,3;6
01/08/2021;Auvergne-Rhône-Alpes;Production;VoIP;Cisco SPA 303;0,1;35;3,5;9
01/01/2024;Normandie;RH;Fixe;Logicom Nova 350;0,09;15;1,35;7
01/09/2024;Missouri;Marketing;VoIP;Cisco SPA 303;0,09;55;4,95;3
01/07/2023;Auvergne-Rhône-Alpes;R&D;Fixe;Siemens Gigaset a400;0,11;15;1,65;8
01/09/2023;Alaska;RH;VoIP;Thomson st3030;0,11;5;0,55;4
01/09/2023;Nouvelle-Aquitaine;Achats;VoIP;Thomson st2030;0,11;65;7,15;7
01/01/2021;Angleterre;SI;Fixe;Logicom Nova 350;0,09;70;6,3;7
01/07/2024;New;Mexico;Fixe;Logicom Nova 350;0,1;75;7,5;4
01/07/2021;Île-de-France;Finance;Mobile;Apple iPhone;0,11;20;2,2;6
01/07/2022;Maryland;Achats;Mobile;Apple iPhone;0,1;35;3,5;6
01/01/2022;Oklahoma;Production;Mobile;Samsung Galaxy;0,12;10;1,2;7
01/05/2023;Virginia;Ventes;VoIP;Thomson st2030;0,1;5;0,5;5
01/03/2021;Utah;Ventes;Mobile;Samsung Galaxy;0,1;50;5;2
01/12/2022;Provence-Alpes-Côte;d'Azur;Mobile;Apple iPhone;0,12;65;7,8;10
01/12/2021;Minnesota;Achats;VoIP;Thomson st3030;0,12;20;2,4;7
01/01/2021;Nebraska;SI;VoIP;Thomson st2030;0,1;70;7;3
01/03/2022;Auvergne-Rhône-Alpes;Production;VoIP;Thomson st2030;0,1;40;4;3
01/04/2021;Hawaii;Achats;Mobile;LG G4;0,12;25;3;9
01/08/2024;Grand;Est;VoIP;Cisco SPA 303;0,24;45;5,4;18
01/09/2021;New;Hampshire;Mobile;LG G4;0,12;55;6,6;6
01/09/2024;Ohio;Juridique;Mobile;Apple iPhone;0,11;15;1,65;6
01/06/2021;Yukon;Juridique;VoIP;Thomson st2030;0,09;10;0,9;6
01/09/2024;North;Carolina;Mobile;LG G4;0,11;75;8,25;7
01/02/2022;North;Dakota;VoIP;Thomson st3030;0,11;35;3,85;3
01/05/2024;West;Virginia;Mobile;LG G4;0,09;15;1,35;3
01/11/2024;Alberta;RH;Mobile;LG G4;0,1;5;0,5;7
01/01/2022;Indiana;Ventes;VoIP;Cisco SPA 303;0,12;5;0,6;9
01/04/2021;Nevada;Juridique;VoIP;Thomson st3030;0,12;75;9;10
01/05/2024;Occitanie;R&D;Mobile;Samsung Galaxy;0,1;30;3;2
01/07/2021;Alaska;Juridique;Fixe;Alcatel Versatis;0,11;75;8,25;4
01/06/2022;Yukon;Marketing;Fixe;Logicom Nova 350;0,11;35;3,85;3
01/01/2021;Arizona;SI;Fixe;Logicom Nova 350;0,12;40;4,8;8
01/02/2024;Alaska;Juridique;Mobile;Samsung Galaxy;0,1;20;2;8
01/05/2021;Indiana;Ventes;VoIP;Cisco SPA 303;0,12;35;4,2;8
01/09/2024;Illinois;Juridique;VoIP;Thomson st2030;0,1;15;1,5;10
01/10/2022;Territoires;du;Fixe;Logicom Nova 350;0,09;50;4,5;8
01/08/2021;Idaho;SI;Mobile;Samsung Galaxy;0,09;5;0,45;6
01/06/2021;Delaware;Production;VoIP;Thomson st2030;0,11;45;4,95;7
01/04/2022;Grand;Est;Mobile;Apple iPhone;0,09;40;3,6;3
01/04/2021;Normandie;Direction;Fixe;Logicom Nova 350;0,12;65;7,8;7
01/02/2022;Kansas;SI;Mobile;Apple iPhone;0,09;15;1,35;7
01/01/2024;Auvergne-Rhône-Alpes;Ventes;Fixe;Siemens Gigaset a400;0,11;15;1,65;5
01/10/2022;Oregon;Achats;Fixe;Siemens Gigaset a400;0,12;25;3;8
01/04/2022;Arkansas;Juridique;Fixe;Logicom Nova 350;0,09;65;5,85;2
01/01/2021;Nouveau-Brunswick;Juridique;Fixe;Alcatel Versatis;0,1;25;2,5;9
01/05/2021;Kansas;RH;Fixe;Alcatel Versatis;0,12;65;7,8;10
01/03/2023;Île-de-France;Marketing;VoIP;Cisco SPA 303;0,1;65;6,5;4
01/09/2022;Connecticut;Ventes;Fixe;Logicom Nova 350;0,11;60;6,6;10
01/04/2021;Oklahoma;R&D;Fixe;Logicom Nova 350;0,11;15;1,65;5
01/06/2024;Nouveau-Brunswick;Juridique;Mobile;Apple iPhone;0,09;5;0,45;10
01/04/2022;Bourgogne-Franche-Comté;Production;Fixe;Siemens Gigaset a400;0,12;65;7,8;5
01/12/2024;New;Mexico;VoIP;Thomson st3030;0,11;10;1,1;5
01/08/2023;Terre-Neuve-et-Labrador;Achats;Mobile;Apple iPhone;0,09;55;4,95;4
01/09/2024;California;SI;Fixe;Siemens Gigaset a400;0,09;70;6,3;5
01/03/2022;Bretagne;Marketing;VoIP;Thomson st2030;0,1;40;4;6
01/11/2021;Alberta;Direction;Mobile;Samsung Galaxy;0,12;65;7,8;8
01/03/2021;Louisiana;Production;VoIP;Cisco SPA 303;0,12;70;8,4;3
01/10/2023;Texas;Ventes;VoIP;Thomson st2030;0,12;70;8,4;4
01/10/2021;Maryland;Finance;Mobile;Apple iPhone;0,1;70;7;5
01/09/2023;Vermont;Achats;VoIP;Thomson st2030;0,1;60;6;6
01/02/2023;Hauts-De-France;Production;VoIP;Cisco SPA 303;0,12;5;0,6;10
01/06/2021;Grand;Est;VoIP;Thomson st2030;0,18;65;5,85;10
01/02/2023;Missouri;SI;Fixe;Siemens Gigaset a400;0,11;25;2,75;4
01/08/2022;Grand;Est;Fixe;Siemens Gigaset a400;0,12;20;2,4;4
01/06/2023;Auvergne-Rhône-Alpes;Ventes;VoIP;Thomson st3030;0,12;10;1,2;2
01/04/2022;Bretagne;R&D;VoIP;Thomson st2030;0,12;10;1,2;7
01/03/2021;Alberta;Direction;Mobile;LG G4;0,11;50;5,5;3
01/06/2023;Grand;Est;VoIP;Thomson st2030;0,09;60;5,4;4
01/05/2021;Bourgogne-Franche-Comté;Direction;VoIP;Thomson st3030;0,11;75;8,25;4
01/01/2023;Montana;Achats;Mobile;LG G4;0,12;40;4,8;8
01/10/2024;South;Carolina;VoIP;Cisco SPA 303;0,12;20;2,4;8
01/03/2024;Delaware;RH;VoIP;Thomson st3030;0,09;50;4,5;4
01/04/2021;Ohio;Finance;VoIP;Cisco SPA 303;0,12;40;4,8;8
01/11/2021;Hauts-De-France;Marketing;Fixe;Alcatel Versatis;0,12;30;3,6;9
01/01/2023;North;Dakota;Fixe;Siemens Gigaset a400;0,1;55;5,5;5
01/12/2022;South;Dakota;VoIP;Thomson st3030;0,12;40;4,8;2
01/07/2024;New;York;VoIP;Thomson st2030;0,1;25;2,5;2
01/03/2022;California;Ventes;Mobile;Apple iPhone;0,11;15;1,65;4
01/10/2022;Pays;de;VoIP;Thomson st3030;0,09;75;6,75;7
01/03/2023;Québec;Direction;VoIP;Cisco SPA 303;0,11;50;5,5;9
01/12/2022;Delaware;Production;Fixe;Logicom Nova 350;0,12;15;1,8;5
01/07/2024;Normandie;Direction;Mobile;LG G4;0,1;25;2,5;8
01/11/2021;Angleterre;Juridique;VoIP;Thomson st3030;0,11;35;3,85;3
01/01/2021;New;Hampshire;Fixe;Logicom Nova 350;0,09;65;5,85;8
01/10/2024;Virginia;Marketing;VoIP;Thomson st3030;0,09;45;4,05;5
01/08/2022;Île-du-Prince-Édouard;Juridique;Mobile;LG G4;0,09;15;1,35;5
01/11/2024;Utah;R&D;Fixe;Alcatel Versatis;0,1;5;0,5;3
01/07/2023;Indiana;SI;Fixe;Siemens Gigaset a400;0,1;30;3;9
01/08/2022;Arkansas;RH;Fixe;Siemens Gigaset a400;0,11;45;4,95;4
01/03/2021;Grand;Est;Mobile;Samsung Galaxy;0,12;50;6;4
01/11/2023;Nouvelle-Aquitaine;SI;Fixe;Logicom Nova 350;0,09;50;4,5;5
01/10/2024;Arizona;Achats;VoIP;Cisco SPA 303;0,12;20;2,4;3
01/05/2024;Bourgogne-Franche-Comté;Marketing;Mobile;LG G4;0,09;5;0,45;7
01/08/2024;Pays;de;VoIP;Cisco SPA 303;0,11;55;6,05;4
01/10/2021;South;Carolina;Fixe;Alcatel Versatis;0,1;20;2;9
01/08/2023;Grand;Est;Fixe;Alcatel Versatis;0,12;50;6;2
01/10/2022;South;Dakota;Fixe;Logicom Nova 350;0,11;35;3,85;7
01/02/2022;New;Mexico;Mobile;LG G4;0,09;65;5,85;9
01/10/2021;Kentucky;Achats;VoIP;Cisco SPA 303;0,1;25;2,5;9
01/03/2021;Nunavut;SI;Mobile;Apple iPhone;0,12;25;3;7
